ensembl_gene_id,hgnc_symbol,hg
ENSG00000258893,SETP2,hg38
ENSG00000258896,SCOCP1,hg38
ENSG00000258897,EGLN3-AS1,hg38
ENSG00000258899,OR4U1P,hg38
ENSG00000258900,HNRNPCP1,hg38
ENSG00000258905,TRAV32,hg38
ENSG00000258910,LINC01956,hg38
ENSG00000258911,DUX4L10,hg37
ENSG00000258912,LINC02316,hg38
ENSG00000258915,BHLHB9P1,hg38
ENSG00000258916,SPATA31E2P,hg38
ENSG00000258917,ZMYND19P1,hg38
ENSG00000258920,FOXN3-AS1,hg38
ENSG00000258923,MTND5P35,hg38
ENSG00000258925,NPM1P5,hg38
ENSG00000258933,LINC02279,hg38
ENSG00000258947,TUBB3,hg38
ENSG00000258948,KRT8P1,hg38
ENSG00000258951,KRT18P7,hg38
ENSG00000258952,SALRNA1,hg38
ENSG00000258955,LINC00519,hg38
ENSG00000258956,COX4I1P1,hg38
ENSG00000258963,EDDM3DP,hg38
ENSG00000258966,GTF3AP2,hg38
ENSG00000258967,HMGN1P3,hg38
ENSG00000258969,LINC02307,hg38
ENSG00000258972,NDUFB8P1,hg38
ENSG00000258977,LINC01467,hg38
ENSG00000258978,HIF1AP1,hg38
ENSG00000258979,LINC02299,hg38
ENSG00000258980,EIF1AXP2,hg38
ENSG00000258981,COX5AP2,hg38
ENSG00000258984,UBE2F-SCLY,hg38
ENSG00000258986,TMEM179,hg38
ENSG00000258990,MPPE1P1,hg38
ENSG00000258991,DUX4L19,hg38
ENSG00000258992,TSPY1,hg38
ENSG00000258994,LINC02309,hg38
ENSG00000258995,PARP1P2,hg38
ENSG00000258996,PPIAP5,hg38
ENSG00000258997,NF1P2,hg38
ENSG00000258998,LINC02302,hg38
ENSG00000259000,DOCK11P1,hg38
ENSG00000259001,RPPH1,hg37
ENSG00000259004,LINC02285,hg38
ENSG00000259009,TPRX2P,hg38
ENSG00000259012,MTCYBP27,hg38
ENSG00000259019,EIF4BP1,hg38
ENSG00000259021,TPRX1P1,hg38
ENSG00000259022,DNAJC8P1,hg38
ENSG00000259023,LINC00524,hg38
ENSG00000259024,TVP23C-CDRT4,hg38
ENSG00000259029,DUX4L18,hg38
ENSG00000259030,FPGT-TNNI3K,hg38
ENSG00000259032,ENSAP2,hg38
ENSG00000259034,DUX4L3,hg37
ENSG00000259040,BLOC1S5-TXNDC5,hg38
ENSG00000259043,BRD7P1,hg38
ENSG00000259045,MTCO1P2,hg38
ENSG00000259050,CHORDC2P,hg38
ENSG00000259051,HNRNPUP1,hg38
ENSG00000259054,LINC02332,hg38
ENSG00000259056,DUXAP1,hg38
ENSG00000259059,PEBP1P1,hg38
ENSG00000259062,ACTN1-AS1,hg38
ENSG00000259063,DUX4L5,hg37
ENSG00000259068,TRAV37,hg38
ENSG00000259070,LINC00639,hg38
ENSG00000259073,FOXN3-AS2,hg38
ENSG00000259074,PSMB7P1,hg38
ENSG00000259075,POC1B-GALNT4,hg38
ENSG00000259078,PTBP1P,hg38
ENSG00000259082,LINC02314,hg38
ENSG00000259089,GRAMD4P5,hg38
ENSG00000259090,SEPT7P1,hg38
ENSG00000259091,LINC00517,hg38
ENSG00000259092,TRAV30,hg38
ENSG00000259095,GTF2IP22,hg38
ENSG00000259096,SHLD2P2,hg38
ENSG00000259102,SMARCE1P3,hg38
ENSG00000259104,PTCSC3,hg38
ENSG00000259105,RPS3AP4,hg38
ENSG00000259107,LINC00911,hg38
ENSG00000259108,LINC01595,hg38
ENSG00000259110,LINC02304,hg38
ENSG00000259112,NDUFC2-KCTD14,hg38
ENSG00000259120,SMIM6,hg38
ENSG00000259122,TVP23BP1,hg38
ENSG00000259125,LRP1-AS,hg38
ENSG00000259128,DUX4L2,hg37
ENSG00000259129,LINC00648,hg38
ENSG00000259134,LINC00924,hg38
ENSG00000259139,DUX4L12,hg37
ENSG00000259142,LINC00644,hg38
ENSG00000259144,RANBP20P,hg38
ENSG00000259148,YWHAZP1,hg38
ENSG00000259150,LINC00929,hg38
ENSG00000259151,CAP2P1,hg38
ENSG00000259154,DUX4L17,hg38
ENSG00000259156,CHEK2P2,hg38
ENSG00000259158,ADAM20P1,hg38
ENSG00000259165,DDX18P1,hg38
ENSG00000259167,NMNAT1P1,hg38
ENSG00000259169,GNRHR2P1,hg38
ENSG00000259179,UBE2CP4,hg38
ENSG00000259183,MED28P6,hg38
ENSG00000259186,MRPS15P1,hg38
ENSG00000259196,HMBOX1-IT1,hg38
ENSG00000259205,PRKXP1,hg38
ENSG00000259207,ITGB3,hg38
ENSG00000259218,LINC00928,hg38
ENSG00000259224,SLC35G6,hg38
ENSG00000259225,LINC02345,hg38
ENSG00000259228,HNRNPA1P62,hg38
ENSG00000259230,LINC02323,hg38
ENSG00000259234,ANKRD34C-AS1,hg38
ENSG00000259236,GOLGA8VP,hg38
ENSG00000259237,LINC02490,hg38
ENSG00000259240,MIR4713HG,hg38
ENSG00000259243,GOLGA6L19,hg37
ENSG00000259246,HMGN2P47,hg38
ENSG00000259247,TTTY25P,hg38
ENSG00000259248,USP3-AS1,hg38
ENSG00000259256,LINC01895,hg38
ENSG00000259259,NPM1P42,hg38
ENSG00000259261,IGHV4OR15-8,hg38
ENSG00000259262,NDUFA3P4,hg38
ENSG00000259267,LINC02622,hg38
ENSG00000259271,ANKRD62P1,hg38
ENSG00000259281,LINGO1-AS2,hg38
ENSG00000259282,SPATA8-AS1,hg38
ENSG00000259284,LINC02349,hg38
ENSG00000259288,BUB1B-PAK6,hg38
ENSG00000259289,LINC02206,hg38
ENSG00000259291,ZNF710-AS1,hg38
ENSG00000259293,LIPC-AS1,hg38
ENSG00000259295,CSPG4P12,hg38
ENSG00000259300,TUBBP8,hg38
ENSG00000259303,IGHV2OR16-5,hg38
ENSG00000259305,ZHX1-C8orf76,hg38
ENSG00000259307,PLCB2-AS1,hg38
ENSG00000259315,ACTG1P17,hg38
ENSG00000259324,OR11K1P,hg38
ENSG00000259325,SPATA31E3P,hg37
ENSG00000259330,INAFM2,hg38
ENSG00000259332,ST20-MTHFS,hg38
ENSG00000259334,LINC00596,hg38
ENSG00000259335,HNRNPMP1,hg38
ENSG00000259337,IGHV1OR15-2,hg38
ENSG00000259339,TGIF1P1,hg38
ENSG00000259343,TMC3-AS1,hg38
ENSG00000259361,LINC00927,hg38
ENSG00000259374,NDUFB4P11,hg38
ENSG00000259378,DCAF13P3,hg38
ENSG00000259379,MTND5P32,hg38
ENSG00000259384,GH1,hg38
ENSG00000259387,ADAMTS7P2,hg37
ENSG00000259389,H3F3AP1,hg38
ENSG00000259399,TGIF2-RAB5IF,hg38
ENSG00000259400,ELMO2P1,hg37
ENSG00000259404,EFL1P1,hg38
ENSG00000259405,ISCA1P4,hg38
ENSG00000259409,BMF-AS1,hg38
ENSG00000259411,HNRNPA1P45,hg38
ENSG00000259414,HERC2P7,hg37
ENSG00000259417,CTXND1,hg38
ENSG00000259419,HNRNPCP3,hg38
ENSG00000259424,IRAIN,hg38
ENSG00000259427,DPPA5P2,hg38
ENSG00000259428,HMGB3P26,hg38
ENSG00000259429,UBE2Q2P2,hg38
ENSG00000259430,CERS3-AS1,hg38
ENSG00000259431,THTPA,hg38
ENSG00000259435,OR4N3P,hg38
ENSG00000259438,MAPK6-DT,hg38
ENSG00000259439,LINC01833,hg38
ENSG00000259440,NPM1P43,hg38
ENSG00000259441,MRPL15P1,hg38
ENSG00000259448,LINC02352,hg38
ENSG00000259449,NIFKP8,hg38
ENSG00000259454,WBP1LP5,hg38
ENSG00000259456,ADNP-AS1,hg38
ENSG00000259459,LINC02568,hg38
ENSG00000259461,ANP32BP3,hg38
ENSG00000259462,CPEB1-AS1,hg38
ENSG00000259464,SNRPCP18,hg38
ENSG00000259465,AHCYP7,hg38
ENSG00000259466,NPM1P47,hg38
ENSG00000259467,NDUFAF4P1,hg38
ENSG00000259470,KRT8P9,hg38
ENSG00000259471,LINC01169,hg38
ENSG00000259473,LINC02205,hg38
ENSG00000259479,SORD2P,hg38
ENSG00000259482,RORA-AS2,hg38
ENSG00000259485,LINC02253,hg38
ENSG00000259489,KRT18P47,hg38
ENSG00000259490,IGHV3OR15-7,hg38
ENSG00000259494,MRPL46,hg38
ENSG00000259498,TPM1-AS,hg38
ENSG00000259500,KRT8P24,hg38
ENSG00000259511,UBE2Q2L,hg38
ENSG00000259512,HNRNPA1P5,hg38
ENSG00000259513,CYCSP38,hg38
ENSG00000259516,ANP32AP1,hg38
ENSG00000259517,LINC02169,hg38
ENSG00000259518,LINC01583,hg38
ENSG00000259521,INO80-AS1,hg38
ENSG00000259525,GCSHP2,hg38
ENSG00000259527,LINC00052,hg38
ENSG00000259535,RPL21P12,hg38
ENSG00000259538,UBE2Q2P11,hg38
ENSG00000259547,CYCSP2,hg38
ENSG00000259550,HNRNPA1P74,hg38
ENSG00000259553,MIR1302-11,hg37
ENSG00000259557,HMGN1P26,hg38
ENSG00000259558,MESTP2,hg38
ENSG00000259565,KRT8P23,hg38
ENSG00000259567,DNM1P38,hg37
ENSG00000259571,BLID,hg38
ENSG00000259572,LINC01491,hg38
ENSG00000259573,NMNAT1P5,hg38
ENSG00000259577,CERNA1,hg38
ENSG00000259581,TYRO3P,hg38
ENSG00000259585,RBM17P4,hg38
ENSG00000259590,LINC02244,hg38
ENSG00000259592,PRELID1P4,hg38
ENSG00000259593,MTND5P40,hg38
ENSG00000259611,LINC01582,hg38
ENSG00000259612,EEF1A1P22,hg38
ENSG00000259626,MTND3P12,hg38
ENSG00000259633,UBE2Q2P8,hg38
ENSG00000259637,DNM1P38,hg38
ENSG00000259642,ST20-AS1,hg38
ENSG00000259651,MTCO3P23,hg38
ENSG00000259657,PIGHP1,hg38
ENSG00000259660,DNM1P47,hg38
ENSG00000259664,LINC02254,hg38
ENSG00000259666,LINGO1-AS1,hg38
ENSG00000259671,MTCYBP23,hg38
ENSG00000259673,IQCH-AS1,hg38
ENSG00000259685,IDH2-DT,hg38
ENSG00000259686,HNRNPA1P71,hg38
ENSG00000259687,LINC01220,hg38
ENSG00000259689,ABCB10P1,hg37
ENSG00000259691,FKBP1AP2,hg38
ENSG00000259698,FAM30C,hg38
ENSG00000259699,HMGB1P8,hg38
ENSG00000259703,LINC00593,hg37
ENSG00000259706,HSP90B2P,hg38
ENSG00000259710,NUTF2P6,hg38
ENSG00000259714,LINC00594,hg37
ENSG00000259717,LINC00677,hg38
ENSG00000259719,LINC02284,hg38
ENSG00000259724,LINC01581,hg38
ENSG00000259726,CSPG4P11,hg38
ENSG00000259728,LINC00933,hg38
ENSG00000259736,CRTC3-AS1,hg38
ENSG00000259738,ZNF444P1,hg38
ENSG00000259746,HSPE1P3,hg38
ENSG00000259749,NCAPGP2,hg38
ENSG00000259758,CASC7,hg37
ENSG00000259763,LINC02157,hg38
ENSG00000259764,PCSK6-AS1,hg38
ENSG00000259777,SLC39A12,hg37
ENSG00000259779,LINC01922,hg38
ENSG00000259781,HMGB1P6,hg38
ENSG00000259783,LINC02259,hg38
ENSG00000259785,ADAMTS7P1,hg37
ENSG00000259786,LINC02109,hg38
ENSG00000259790,ANP32BP1,hg38
ENSG00000259803,SLC22A31,hg38
ENSG00000259808,FRG2,hg37
ENSG00000259823,LYPD8,hg38
ENSG00000259824,TRBV12-4,hg37
ENSG00000259825,TRBV4-3,hg37
ENSG00000259829,TRBV4-2,hg37
ENSG00000259831,LINC00567,hg38
ENSG00000259832,CYP4A26P,hg38
ENSG00000259836,AGGF1P6,hg38
ENSG00000259837,LINC01904,hg38
ENSG00000259838,ELOCP2,hg38
ENSG00000259841,LINC01566,hg38
ENSG00000259842,IGHV3OR16-16,hg38
ENSG00000259844,GNPATP,hg38
ENSG00000259845,HERC2P10,hg38
ENSG00000259847,LINC02126,hg38
ENSG00000259849,VENTXP1,hg38
ENSG00000259851,TRBV28,hg37
ENSG00000259852,IGHV1OR16-2,hg38
ENSG00000259853,OR4A19P,hg37
ENSG00000259856,RAB43P1,hg38
ENSG00000259857,C17orf51,hg37
ENSG00000259858,MGAM,hg37
ENSG00000259863,SH3RF3-AS1,hg38
ENSG00000259880,MANF,hg37
ENSG00000259883,EHD4-AS1,hg38
ENSG00000259885,SH2B2,hg37
ENSG00000259890,DNM1P50,hg38
ENSG00000259896,KLHL11,hg37
ENSG00000259897,FRG2JP,hg38
ENSG00000259898,CYP4F33P,hg37
ENSG00000259903,TRBV7-5,hg37
ENSG00000259904,ACTG1P15,hg38
ENSG00000259905,PWRN1,hg38
ENSG00000259913,TRBV7-4,hg37
ENSG00000259917,HNRNPLP2,hg38
ENSG00000259918,NDUFA5P11,hg38
ENSG00000259919,GALNT9,hg37
ENSG00000259927,RPL7P3,hg37
ENSG00000259930,HLA-P,hg38
ENSG00000259938,CUX1,hg37
ENSG00000259944,CDRT7,hg38
ENSG00000259947,LINC02124,hg38
ENSG00000259951,TRBV5-2,hg37
ENSG00000259954,IL21R-AS1,hg38
ENSG00000259956,RBM15B,hg38
ENSG00000259958,KAT2A,hg37
ENSG00000259960,TRBJ2-2P,hg37
ENSG00000259964,THSD4-AS1,hg38
ENSG00000259973,IL9RP2,hg37
ENSG00000259974,LINC00261,hg38
ENSG00000259978,MRPS21P8,hg38
ENSG00000259979,VN1R68P,hg38
ENSG00000259980,MRPL45,hg37
ENSG00000259982,CDC37P1,hg38
ENSG00000259987,DUX4L46,hg38
ENSG00000259988,C20orf166-AS1,hg37
ENSG00000259991,OR4C13,hg37
ENSG00000259996,RARRES2P8,hg38
ENSG00000259997,IGHV1OR16-4,hg38
ENSG00000260001,TGFBR3L,hg38
ENSG00000260009,LINC02130,hg38
ENSG00000260010,ZNF720P1,hg38
ENSG00000260013,APOOP5,hg37
ENSG00000260014,LSM3P5,hg38
ENSG00000260016,LINC01054,hg37
ENSG00000260019,LINC01992,hg38
ENSG00000260024,MRPS21P7,hg38
ENSG00000260025,CRIM1-DT,hg38
ENSG00000260026,LINC02189,hg38
ENSG00000260027,HOXB7,hg38
ENSG00000260028,TRBV16,hg37
ENSG00000260031,RPL10P14,hg38
ENSG00000260032,NORAD,hg38
ENSG00000260034,LCMT1-AS2,hg38
ENSG00000260039,TNRC18P3,hg37
ENSG00000260040,KEL,hg37
ENSG00000260045,STAM,hg37
ENSG00000260047,BCAP31P2,hg38
ENSG00000260048,IGHV1OR16-3,hg38
ENSG00000260050,TRBV20-1,hg37
ENSG00000260053,ABCB10P4,hg38
ENSG00000260055,HLA-P,hg38
ENSG00000260057,LINC01571,hg38
ENSG00000260062,GOLGA2P11,hg38
ENSG00000260067,MTND4LP25,hg38
ENSG00000260069,TBC1D3B,hg37
ENSG00000260074,TRBV6-9,hg37
ENSG00000260075,NSFP1,hg38
ENSG00000260076,TRBV23-1,hg37
ENSG00000260079,OR4C48P,hg37
ENSG00000260080,TRBV7-3,hg37
ENSG00000260083,MIR762HG,hg38
ENSG00000260087,PCMTD1P2,hg38
ENSG00000260089,ADAM3B,hg38
ENSG00000260094,LINC00564,hg38
ENSG00000260096,DNM1P33,hg38
ENSG00000260097,SPDYE6,hg38
ENSG00000260099,ADAMTS13,hg37
ENSG00000260102,LINC01070,hg38
ENSG00000260105,AOC4P,hg38
ENSG00000260106,TRBV5-6,hg37
ENSG00000260116,TRBV6-6,hg37
ENSG00000260117,CHAMP1,hg37
ENSG00000260119,TRPV6,hg37
ENSG00000260125,AGBL1-AS1,hg38
ENSG00000260128,ULK4P2,hg38
ENSG00000260129,DUX4L3,hg37
ENSG00000260130,MYOM2,hg37
ENSG00000260131,LINC00556,hg38
ENSG00000260133,CA5AP1,hg38
ENSG00000260134,C1QL1P1,hg38
ENSG00000260135,MMP2-AS1,hg38
ENSG00000260139,CSPG4P13,hg38
ENSG00000260143,TRBV13,hg37
ENSG00000260147,MTND5P34,hg38
ENSG00000260150,ZMYND11,hg37
ENSG00000260151,LINC02673,hg38
ENSG00000260153,RARRES2P10,hg38
ENSG00000260155,DUX4L7,hg37
ENSG00000260157,NCOR1P2,hg37
ENSG00000260161,MTCYBP28,hg38
ENSG00000260164,MYO19,hg37
ENSG00000260168,TRBV1,hg37
ENSG00000260172,LINC01413,hg38
ENSG00000260178,DHX58,hg37
ENSG00000260181,SURF4,hg37
ENSG00000260186,LINC02137,hg38
ENSG00000260187,PPIAP48,hg38
ENSG00000260189,EXOSC4,hg37
ENSG00000260192,LINC02240,hg38
ENSG00000260195,EPHB6,hg37
ENSG00000260199,CCL3L3,hg37
ENSG00000260204,TRBV18,hg37
ENSG00000260207,DUX4L47,hg38
ENSG00000260215,TRBV12-1,hg37
ENSG00000260216,TRBV7-6,hg37
ENSG00000260220,CCDC187,hg38
ENSG00000260221,HLA-P,hg38
ENSG00000260222,TRBV3-1,hg37
ENSG00000260224,UBL5P4,hg38
ENSG00000260225,PCDHB2,hg37
ENSG00000260226,GPAA1,hg37
ENSG00000260227,TRBV5-1,hg37
ENSG00000260229,PPIAP51,hg38
ENSG00000260230,FRRS1L,hg38
ENSG00000260231,KDM7A-DT,hg38
ENSG00000260232,PWRN4,hg38
ENSG00000260233,SSSCA1-AS1,hg38
ENSG00000260238,PMF1-BGLAP,hg38
ENSG00000260239,LINC02533,hg38
ENSG00000260240,APOOP5,hg38
ENSG00000260241,TRBV11-2,hg37
ENSG00000260245,ACLY,hg37
ENSG00000260247,SUB1P4,hg38
ENSG00000260259,LINC02166,hg38
ENSG00000260260,SNHG19,hg38
ENSG00000260264,LINC2194,hg38
ENSG00000260265,LINC02562,hg38
ENSG00000260266,PPIAP46,hg38
ENSG00000260268,LINC00919,hg38
ENSG00000260280,SLX1B-SULT1A4,hg38
ENSG00000260281,ITFG1-AS1,hg38
ENSG00000260282,EIF4EBP2P2,hg38
ENSG00000260283,CNP,hg37
ENSG00000260284,TPSP2,hg38
ENSG00000260286,ARMH2,hg38
ENSG00000260287,TBC1D3G,hg38
ENSG00000260291,FRG2GP,hg38
ENSG00000260298,ACTG1P16,hg38
ENSG00000260305,NTRK3-AS1,hg38
ENSG00000260307,PABPC1P13,hg38
ENSG00000260309,TRBV2,hg37
ENSG00000260313,VPS28,hg37
ENSG00000260314,MRC1,hg38
ENSG00000260315,VN1R28P,hg37
ENSG00000260318,COX6CP1,hg38
ENSG00000260319,SPATC1,hg37
ENSG00000260320,ZNF385C,hg37
ENSG00000260324,TMEM236,hg37
ENSG00000260325,HSPB9,hg38
ENSG00000260326,PHBP21,hg38
ENSG00000260327,ACTR3BP3,hg38
ENSG00000260333,FAM83H-AS1,hg37
ENSG00000260334,GAST,hg37
ENSG00000260338,LINC01570,hg38
ENSG00000260339,HEXA-AS1,hg38
ENSG00000260340,LINC02176,hg38
ENSG00000260341,C2orf69P2,hg38
ENSG00000260343,LINC01043,hg38
ENSG00000260346,TRBV26,hg37
ENSG00000260347,MOCS1P1,hg38
ENSG00000260353,PGBD4P1,hg37
ENSG00000260355,ZNF716,hg37
ENSG00000260357,DNM1P34,hg38
ENSG00000260363,OR9A1P,hg37
ENSG00000260372,AQP4-AS1,hg38
ENSG00000260373,TRBJ2-5,hg37
ENSG00000260374,ARHGAP23,hg37
ENSG00000260376,DUX4L5,hg37
ENSG00000260380,FRG1,hg37
ENSG00000260383,MROH1,hg37
ENSG00000260384,SERINC2,hg37
ENSG00000260386,LINC01225,hg38
ENSG00000260388,LINC00562,hg38
ENSG00000260389,WBP11P1,hg38
ENSG00000260407,TRBV7-1,hg37
ENSG00000260420,LINC02182,hg38
ENSG00000260423,LINC02367,hg38
ENSG00000260424,TRBV19,hg37
ENSG00000260427,AGGF1P9,hg38
ENSG00000260428,SCX,hg38
ENSG00000260429,TRBV6-7,hg37
ENSG00000260433,LINC01917,hg38
ENSG00000260435,TRIM51DP,hg37
ENSG00000260437,TRBV11-1,hg37
ENSG00000260439,LMF1-AS1,hg38
ENSG00000260440,LINC01544,hg38
ENSG00000260442,ATP2A1-AS1,hg38
ENSG00000260446,MOXD2P,hg37
ENSG00000260448,LCMT1-AS1,hg38
ENSG00000260450,LINC02134,hg38
ENSG00000260451,GEMIN8P2,hg38
ENSG00000260452,TPRKBP2,hg38
ENSG00000260455,NBAT1,hg38
ENSG00000260456,C16orf95,hg38
ENSG00000260458,KCNJ18,hg38
ENSG00000260459,FTLP14,hg38
ENSG00000260463,MAPK15,hg37
ENSG00000260468,LINC01290,hg38
ENSG00000260469,INSYN1-AS1,hg38
ENSG00000260471,PPIAP49,hg38
ENSG00000260474,PRSS3P3,hg37
ENSG00000260477,LINC01584,hg38
ENSG00000260480,C2orf69P4,hg38
ENSG00000260481,TRBV12-5,hg37
ENSG00000260485,PUF60,hg37
ENSG00000260486,TRBV25-1,hg37
ENSG00000260489,C9orf96,hg37
ENSG00000260490,MYL12BP1,hg38
ENSG00000260492,CISTR,hg38
ENSG00000260501,RPL7A,hg37
ENSG00000260502,CACFD1,hg37
ENSG00000260508,GGNBP2,hg37
ENSG00000260513,ZNF479,hg37
ENSG00000260518,BMS1P8,hg38
ENSG00000260524,CYP3A52P,hg38
ENSG00000260528,FAM157C,hg38
ENSG00000260533,NRBP2,hg37
ENSG00000260535,TRBJ2-3,hg37
ENSG00000260538,HLA-P,hg38
ENSG00000260540,ABHD17AP8,hg38
ENSG00000260546,TRBV10-2,hg37
ENSG00000260549,MT1L,hg38
ENSG00000260551,PWRN2,hg38
ENSG00000260554,TRBV8-2,hg37
ENSG00000260557,C7orf34,hg37
ENSG00000260559,OR4A49P,hg37
ENSG00000260565,ERVK13-1,hg38
ENSG00000260571,BNIP3P5,hg38
ENSG00000260576,EIF5A2P1,hg38
ENSG00000260582,TPST2P1,hg38
ENSG00000260583,LINC00515,hg37
ENSG00000260587,DOCK3,hg37
ENSG00000260589,STAM-AS1,hg38
ENSG00000260595,OR4C49P,hg38
ENSG00000260596,DUX4,hg38
ENSG00000260598,FRG2IP,hg38
ENSG00000260602,HMGN2P40,hg38
ENSG00000260606,ANO1-AS2,hg37
ENSG00000260615,RPL23AP97,hg38
ENSG00000260623,VPRBP,hg37
ENSG00000260629,BGLT3,hg38
ENSG00000260630,SNAI3-AS1,hg38
ENSG00000260631,RBM22P12,hg38
ENSG00000260632,OR6W1P,hg37
ENSG00000260638,HLA-P,hg38
ENSG00000260644,HERC2P5,hg38
ENSG00000260665,DUX4L4,hg37
ENSG00000260676,LINC01541,hg38
ENSG00000260680,AGGF1P5,hg38
ENSG00000260682,RN7SKP176,hg38
ENSG00000260689,HNRNPA3P11,hg38
ENSG00000260690,CYCSP39,hg38
ENSG00000260691,ANKRD20A1,hg38
ENSG00000260692,SURF1,hg37
ENSG00000260696,TAS2R38,hg37
ENSG00000260703,TTC25,hg37
ENSG00000260704,LINC00543,hg38
ENSG00000260705,TRBV11-3,hg37
ENSG00000260709,RARRES2P4,hg37
ENSG00000260712,TRBJ2-6,hg37
ENSG00000260717,CCL4L1,hg37
ENSG00000260720,LINC01243,hg38
ENSG00000260722,VN1R67P,hg38
ENSG00000260724,VN1R69P,hg38
ENSG00000260726,KLF8P1,hg38
ENSG00000260727,SLC7A5P1,hg38
ENSG00000260731,KRT8P22,hg38
ENSG00000260732,TRBV5-5,hg37
ENSG00000260734,TLE7,hg38
ENSG00000260737,LINC01227,hg38
ENSG00000260738,LINC00554,hg38
ENSG00000260745,TRBV4-1,hg37
ENSG00000260746,KIF18BP1,hg38
ENSG00000260753,NT5C3B,hg37
ENSG00000260760,PWRN3,hg37
ENSG00000260762,ACSM5P1,hg38
ENSG00000260765,CES1P2,hg38
ENSG00000260767,TRBV24-1,hg37
ENSG00000260768,TRBV21-1,hg37
ENSG00000260770,NKIRAS2,hg37
ENSG00000260778,MIR940,hg37
ENSG00000260781,ARHGAP23P1,hg38
ENSG00000260783,TRBJ2-7,hg37
ENSG00000260785,CASC17,hg38
ENSG00000260789,GPSM1,hg37
ENSG00000260791,OR9A3P,hg37
ENSG00000260792,LINC02280,hg38
ENSG00000260794,TRBVA,hg37
ENSG00000260799,KRT8P50,hg38
ENSG00000260801,OR4R3P,hg37
ENSG00000260802,SERTM2,hg38
ENSG00000260804,LINC01963,hg38
ENSG00000260809,VPS35P1,hg38
ENSG00000260811,OR4C45,hg38
ENSG00000260812,RARRES2P7,hg38
ENSG00000260815,PPIAP47,hg38
ENSG00000260818,UNGP1,hg38
ENSG00000260825,GPR179,hg37
ENSG00000260828,HMGB3P32,hg38
ENSG00000260829,OR9P1P,hg37
ENSG00000260840,LINC01964,hg38
ENSG00000260842,TEKT4,hg37
ENSG00000260843,TRBV5-4,hg37
ENSG00000260846,FRG2HP,hg38
ENSG00000260849,TRBV3-2,hg37
ENSG00000260852,FBXL19-AS1,hg38
ENSG00000260854,LINC02184,hg38
ENSG00000260863,CYP2C60P,hg38
ENSG00000260864,ABHD17AP7,hg38
ENSG00000260868,LINC01960,hg38
ENSG00000260870,NDUFB10P1,hg38
ENSG00000260873,SNTB2,hg38
ENSG00000260875,RPS24P6,hg37
ENSG00000260876,LINC01229,hg38
ENSG00000260880,HCCAT5,hg38
ENSG00000260881,TRBC2,hg37
ENSG00000260883,VN1R65P,hg38
ENSG00000260885,TRBV6-2,hg37
ENSG00000260886,TAT-AS1,hg38
ENSG00000260887,CASC22,hg38
ENSG00000260889,CKBP1,hg38
ENSG00000260890,TRBV7-9,hg37
ENSG00000260896,ARLNC1,hg38
ENSG00000260897,DNM1P30,hg38
ENSG00000260898,ADPGK-AS1,hg38
ENSG00000260902,LINC02011,hg38
ENSG00000260903,XKR7,hg38
ENSG00000260904,TRBV12-3,hg37
ENSG00000260910,LINC00565,hg38
ENSG00000260913,LINC01254,hg38
ENSG00000260915,TRBV14,hg37
ENSG00000260916,CCPG1,hg38
ENSG00000260923,LINC02193,hg38
ENSG00000260924,LINC01311,hg38
ENSG00000260925,TRBV8-1,hg37
ENSG00000260928,SPCS2P1,hg38
ENSG00000260930,LINC01416,hg38
ENSG00000260936,FTO-IT1,hg37
ENSG00000260941,LINC00622,hg38
ENSG00000260942,CAPN10-DT,hg38
ENSG00000260943,LINC02555,hg38
ENSG00000260944,FOXC2-AS1,hg38
ENSG00000260950,C17orf97,hg37
ENSG00000260952,ZNHIT3,hg37
ENSG00000260962,LINC00557,hg38
ENSG00000260965,RPL23AP91,hg38
ENSG00000260967,RARRES2P5,hg38
ENSG00000260968,SCRIB,hg37
ENSG00000260969,WWOX-AS1,hg38
ENSG00000260976,LINC01633,hg38
ENSG00000260984,FGFR3P5,hg38
ENSG00000260992,DOCK9-DT,hg38
ENSG00000260994,AGGF1P7,hg38
ENSG00000260998,CNN2P8,hg37
ENSG00000261008,LINC01572,hg38
ENSG00000261010,RARRES2P6,hg38
ENSG00000261014,LINC02165,hg38
ENSG00000261016,LCN1P2,hg37
ENSG00000261021,PRPF38AP2,hg37
ENSG00000261022,TRBV7-7,hg37
ENSG00000261023,TRRAP,hg37
ENSG00000261027,TUBB7P,hg37
ENSG00000261031,TRBV9,hg37
ENSG00000261039,LINC02544,hg38
ENSG00000261040,WFDC21P,hg38
ENSG00000261042,SLC52A2,hg37
ENSG00000261043,MIR4313,hg37
ENSG00000261045,LINC02129,hg38
ENSG00000261046,C2orf69P1,hg38
ENSG00000261052,SULT1A3,hg38
ENSG00000261053,NAMPTP3,hg38
ENSG00000261057,LINC00555,hg38
ENSG00000261059,OBP2B,hg37
ENSG00000261064,LINC02256,hg38
ENSG00000261069,SNORD116-21,hg37
ENSG00000261074,QSOX2,hg37
ENSG00000261075,LINC01195,hg38
ENSG00000261080,RUNX2-AS1,hg38
ENSG00000261082,LINC01228,hg38
ENSG00000261083,LINC02516,hg38
ENSG00000261084,PPP1R1AP2,hg38
ENSG00000261089,CDC37P2,hg38
ENSG00000261092,LINC02178,hg38
ENSG00000261097,LINC00563,hg38
ENSG00000261102,ATP5MFP6,hg38
